study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	sample_alias
PRJNA720479	SAMN18651856	SRX10548055	SRR14180171	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/071/SRR14180171/SRR14180171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/071/SRR14180171/SRR14180171_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/071/SRR14180171	EA87N_EA37N_adult
PRJNA720479	SAMN18651755	SRX10548051	SRR14180175	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/075/SRR14180175/SRR14180175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/075/SRR14180175/SRR14180175_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/075/SRR14180175	EA22N_EA59N_larva
PRJNA720479	SAMN18651776	SRX10548227	SRR14179999	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/099/SRR14179999/SRR14179999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/099/SRR14179999/SRR14179999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/099/SRR14179999	EG50N_EG55N_larva
PRJNA720479	SAMN18651774	SRX10548225	SRR14180001	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/001/SRR14180001/SRR14180001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/001/SRR14180001/SRR14180001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/001/SRR14180001	EG36N_EG28N_larva
PRJNA720479	SAMN18651756	SRX10548224	SRR14180002	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/002/SRR14180002/SRR14180002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/002/SRR14180002/SRR14180002_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/002/SRR14180002	EA70N_EA2N_larva
PRJNA720479	SAMN18651931	SRX10548220	SRR14180006	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/006/SRR14180006/SRR14180006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/006/SRR14180006/SRR14180006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/006/SRR14180006	SD78N_parent
PRJNA720479	SAMN18651927	SRX10548216	SRR14180010	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/010/SRR14180010/SRR14180010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/010/SRR14180010/SRR14180010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/010/SRR14180010	SP103N_parent
PRJNA720479	SAMN18651925	SRX10548214	SRR14180012	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/012/SRR14180012/SRR14180012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/012/SRR14180012/SRR14180012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/012/SRR14180012	SP15N_parent
PRJNA720479	SAMN18651771	SRX10548212	SRR14180014	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/014/SRR14180014/SRR14180014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/014/SRR14180014/SRR14180014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/014/SRR14180014	EG57N_EG12N_larva
PRJNA720479	SAMN18651918	SRX10548206	SRR14180020	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/020/SRR14180020/SRR14180020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/020/SRR14180020/SRR14180020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/020/SRR14180020	EG50N_parent
PRJNA720479	SAMN18651916	SRX10548204	SRR14180022	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/022/SRR14180022/SRR14180022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/022/SRR14180022/SRR14180022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/022/SRR14180022	EF93N_parent
PRJNA720479	SAMN18651915	SRX10548203	SRR14180023	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/023/SRR14180023/SRR14180023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/023/SRR14180023/SRR14180023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/023/SRR14180023	EF120N_parent
PRJNA720479	SAMN18651914	SRX10548202	SRR14180024	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/024/SRR14180024/SRR14180024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/024/SRR14180024/SRR14180024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/024/SRR14180024	EF53N_parent
PRJNA720479	SAMN18651770	SRX10548201	SRR14180025	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/025/SRR14180025/SRR14180025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/025/SRR14180025/SRR14180025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/025/SRR14180025	EG31N_EG26N_larva
PRJNA720479	SAMN18651912	SRX10548199	SRR14180027	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/027/SRR14180027/SRR14180027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/027/SRR14180027/SRR14180027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/027/SRR14180027	EA59N_parent
PRJNA720479	SAMN18651911	SRX10548198	SRR14180028	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/028/SRR14180028/SRR14180028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/028/SRR14180028/SRR14180028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/028/SRR14180028	EA126N_parent
PRJNA720479	SAMN18651910	SRX10548197	SRR14180029	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/029/SRR14180029/SRR14180029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/029/SRR14180029/SRR14180029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/029/SRR14180029	EA22N_parent
PRJNA720479	SAMN18651835	SRX10548196	SRR14180030	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/030/SRR14180030/SRR14180030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/030/SRR14180030/SRR14180030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/030/SRR14180030	SD63N_SD27N_pupa
PRJNA720479	SAMN18651762	SRX10548194	SRR14180032	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/032/SRR14180032/SRR14180032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/032/SRR14180032/SRR14180032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/032/SRR14180032	EF122N_EF19N_larva
PRJNA720479	SAMN18651833	SRX10548193	SRR14180033	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/033/SRR14180033/SRR14180033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/033/SRR14180033/SRR14180033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/033/SRR14180033	FR225N_FR54N_pupa
PRJNA720479	SAMN18651832	SRX10548192	SRR14180034	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/034/SRR14180034/SRR14180034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/034/SRR14180034/SRR14180034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/034/SRR14180034	FR19N_FR112N_pupa
PRJNA720479	SAMN18651829	SRX10548189	SRR14180037	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/037/SRR14180037/SRR14180037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/037/SRR14180037/SRR14180037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/037/SRR14180037	FR73N_FR135N_pupa
PRJNA720479	SAMN18651828	SRX10548188	SRR14180038	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/038/SRR14180038/SRR14180038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/038/SRR14180038/SRR14180038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/038/SRR14180038	FR37N_FR48N_pupa
PRJNA720479	SAMN18651827	SRX10548187	SRR14180039	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/039/SRR14180039/SRR14180039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/039/SRR14180039/SRR14180039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/039/SRR14180039	FR320N_FR110N_pupa
PRJNA720479	SAMN18651826	SRX10548186	SRR14180040	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/040/SRR14180040/SRR14180040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/040/SRR14180040/SRR14180040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/040/SRR14180040	FR173N_FR260N_pupa
PRJNA720479	SAMN18651825	SRX10548185	SRR14180041	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/041/SRR14180041/SRR14180041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/041/SRR14180041/SRR14180041_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/041/SRR14180041	EG74N_EG48N_pupa
PRJNA720479	SAMN18651761	SRX10548183	SRR14180043	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/043/SRR14180043/SRR14180043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/043/SRR14180043/SRR14180043_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/043/SRR14180043	EA90N_EA45N_larva
PRJNA720479	SAMN18651821	SRX10548180	SRR14180046	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/046/SRR14180046/SRR14180046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/046/SRR14180046/SRR14180046_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/046/SRR14180046	EG33N_EG59N_pupa
PRJNA720479	SAMN18651818	SRX10548177	SRR14180049	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/049/SRR14180049/SRR14180049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/049/SRR14180049/SRR14180049_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/049/SRR14180049	EG31N_EG26N_pupa
PRJNA720479	SAMN18651817	SRX10548176	SRR14180050	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/050/SRR14180050/SRR14180050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/050/SRR14180050/SRR14180050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/050/SRR14180050	EF88N_EF43N_pupa
PRJNA720479	SAMN18651809	SRX10548167	SRR14180059	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/059/SRR14180059/SRR14180059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/059/SRR14180059/SRR14180059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/059/SRR14180059	EA90N_EA45N_pupa
PRJNA720479	SAMN18651908	SRX10548163	SRR14180063	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/063/SRR14180063/SRR14180063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/063/SRR14180063/SRR14180063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/063/SRR14180063	SD21N_SP87N
PRJNA720479	SAMN18651907	SRX10548162	SRR14180064	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/064/SRR14180064/SRR14180064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/064/SRR14180064/SRR14180064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/064/SRR14180064	SD78N_SP103N
PRJNA720479	SAMN18651905	SRX10548160	SRR14180066	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/066/SRR14180066/SRR14180066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/066/SRR14180066/SRR14180066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/066/SRR14180066	EG12N_FR320N
PRJNA720479	SAMN18651904	SRX10548159	SRR14180067	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/067/SRR14180067/SRR14180067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/067/SRR14180067/SRR14180067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/067/SRR14180067	EG48N_FR16N
PRJNA720479	SAMN18651903	SRX10548157	SRR14180069	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/069/SRR14180069/SRR14180069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/069/SRR14180069/SRR14180069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/069/SRR14180069	EG50N_FR225N
PRJNA720479	SAMN18651902	SRX10548156	SRR14180070	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/070/SRR14180070/SRR14180070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/070/SRR14180070/SRR14180070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/070/SRR14180070	EG36N_FR109N
PRJNA720479	SAMN18651901	SRX10548155	SRR14180071	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/071/SRR14180071/SRR14180071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/071/SRR14180071/SRR14180071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/071/SRR14180071	EA59N_EF93N
PRJNA720479	SAMN18651898	SRX10548152	SRR14180074	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/074/SRR14180074/SRR14180074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/074/SRR14180074/SRR14180074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/074/SRR14180074	EA2N_EF101N
PRJNA720479	SAMN18651897	SRX10548151	SRR14180075	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/075/SRR14180075/SRR14180075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/075/SRR14180075/SRR14180075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/075/SRR14180075	SP279N_SP61N_adult
PRJNA720479	SAMN18651895	SRX10548149	SRR14180077	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/077/SRR14180077/SRR14180077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/077/SRR14180077/SRR14180077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/077/SRR14180077	SP315N_SP69N_adult
PRJNA720479	SAMN18651893	SRX10548146	SRR14180080	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/080/SRR14180080/SRR14180080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/080/SRR14180080/SRR14180080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/080/SRR14180080	SP103N_SP133N_adult
PRJNA720479	SAMN18651890	SRX10548143	SRR14180083	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/083/SRR14180083/SRR14180083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/083/SRR14180083/SRR14180083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/083/SRR14180083	SP107N_SP291N_adult
PRJNA720479	SAMN18651799	SRX10548124	SRR14180102	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/002/SRR14180102/SRR14180102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/002/SRR14180102/SRR14180102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/002/SRR14180102	SP315N_SP69N_larva
PRJNA720479	SAMN18651797	SRX10548122	SRR14180104	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/004/SRR14180104/SRR14180104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/004/SRR14180104/SRR14180104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/004/SRR14180104	SP103N_SP133N_larva
PRJNA720479	SAMN18651788	SRX10548112	SRR14180114	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/014/SRR14180114/SRR14180114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/014/SRR14180114/SRR14180114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/014/SRR14180114	SD132N_SD21N_larva
PRJNA720479	SAMN18651783	SRX10548106	SRR14180120	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/020/SRR14180120/SRR14180120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/020/SRR14180120/SRR14180120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/020/SRR14180120	FR16N_FR222N_larva
PRJNA720479	SAMN18651851	SRX10548098	SRR14180128	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/028/SRR14180128/SRR14180128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/028/SRR14180128/SRR14180128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR141/028/SRR14180128	EA22N_EA59N_adult
