run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR14179998	SAMN18651777	SRX10548228	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/098/SRR14179998/SRR14179998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/098/SRR14179998/SRR14179998_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/098/SRR14179998	
SRR14180000	SAMN18651775	SRX10548226	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/000/SRR14180000/SRR14180000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/000/SRR14180000/SRR14180000_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/000/SRR14180000	
SRR14180003	SAMN18651773	SRX10548223	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/003/SRR14180003/SRR14180003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/003/SRR14180003/SRR14180003_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/003/SRR14180003	
SRR14180005	SAMN18651932	SRX10548221	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/005/SRR14180005/SRR14180005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/005/SRR14180005/SRR14180005_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/005/SRR14180005	
SRR14180013	SAMN18651924	SRX10548213	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/013/SRR14180013/SRR14180013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/013/SRR14180013/SRR14180013_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/013/SRR14180013	
SRR14180019	SAMN18651919	SRX10548207	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/019/SRR14180019/SRR14180019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/019/SRR14180019/SRR14180019_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/019/SRR14180019	
SRR14180021	SAMN18651917	SRX10548205	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/021/SRR14180021/SRR14180021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/021/SRR14180021/SRR14180021_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/021/SRR14180021	
SRR14180031	SAMN18651834	SRX10548195	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/031/SRR14180031/SRR14180031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/031/SRR14180031/SRR14180031_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/031/SRR14180031	
SRR14180044	SAMN18651823	SRX10548182	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/044/SRR14180044/SRR14180044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/044/SRR14180044/SRR14180044_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/044/SRR14180044	
SRR14180045	SAMN18651822	SRX10548181	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/045/SRR14180045/SRR14180045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/045/SRR14180045/SRR14180045_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/045/SRR14180045	
SRR14180048	SAMN18651819	SRX10548178	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/048/SRR14180048/SRR14180048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/048/SRR14180048/SRR14180048_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/048/SRR14180048	
SRR14180052	SAMN18651815	SRX10548174	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/052/SRR14180052/SRR14180052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/052/SRR14180052/SRR14180052_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/052/SRR14180052	
SRR14180054	SAMN18651760	SRX10548172	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/054/SRR14180054/SRR14180054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/054/SRR14180054/SRR14180054_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/054/SRR14180054	
SRR14180055	SAMN18651813	SRX10548171	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/055/SRR14180055/SRR14180055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/055/SRR14180055/SRR14180055_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/055/SRR14180055	
SRR14180057	SAMN18651811	SRX10548169	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/057/SRR14180057/SRR14180057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/057/SRR14180057/SRR14180057_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/057/SRR14180057	
SRR14180078	SAMN18651894	SRX10548148	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/078/SRR14180078/SRR14180078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/078/SRR14180078/SRR14180078_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/078/SRR14180078	
SRR14180086	SAMN18651887	SRX10548140	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/086/SRR14180086/SRR14180086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/086/SRR14180086/SRR14180086_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/086/SRR14180086	
SRR14180089	SAMN18651884	SRX10548137	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/089/SRR14180089/SRR14180089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/089/SRR14180089/SRR14180089_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/089/SRR14180089	
SRR14180090	SAMN18651767	SRX10548136	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/090/SRR14180090/SRR14180090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/090/SRR14180090/SRR14180090_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/090/SRR14180090	
SRR14180092	SAMN18651882	SRX10548134	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/092/SRR14180092/SRR14180092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/092/SRR14180092/SRR14180092_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/092/SRR14180092	
SRR14180096	SAMN18651804	SRX10548130	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/096/SRR14180096/SRR14180096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/096/SRR14180096/SRR14180096_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/096/SRR14180096	
SRR14180103	SAMN18651798	SRX10548123	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/003/SRR14180103/SRR14180103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/003/SRR14180103/SRR14180103_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/003/SRR14180103	
SRR14180109	SAMN18651793	SRX10548117	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/009/SRR14180109/SRR14180109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/009/SRR14180109/SRR14180109_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/009/SRR14180109	
SRR14180111	SAMN18651791	SRX10548115	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/011/SRR14180111/SRR14180111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/011/SRR14180111/SRR14180111_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/011/SRR14180111	
SRR14180112	SAMN18651790	SRX10548114	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/012/SRR14180112/SRR14180112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/012/SRR14180112/SRR14180112_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/012/SRR14180112	
SRR14180118	SAMN18651784	SRX10548108	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/018/SRR14180118/SRR14180118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/018/SRR14180118/SRR14180118_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/018/SRR14180118	
SRR14180121	SAMN18651782	SRX10548105	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/021/SRR14180121/SRR14180121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/021/SRR14180121/SRR14180121_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/021/SRR14180121	
SRR14180123	SAMN18651780	SRX10548103	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/023/SRR14180123/SRR14180123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/023/SRR14180123/SRR14180123_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/023/SRR14180123	
SRR14180124	SAMN18651779	SRX10548102	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/024/SRR14180124/SRR14180124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/024/SRR14180124/SRR14180124_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/024/SRR14180124	
SRR14180125	SAMN18651778	SRX10548101	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/025/SRR14180125/SRR14180125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/025/SRR14180125/SRR14180125_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/025/SRR14180125	
SRR14180126	SAMN18651853	SRX10548100	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/026/SRR14180126/SRR14180126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/026/SRR14180126/SRR14180126_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/026/SRR14180126	
SRR14180127	SAMN18651852	SRX10548099	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/027/SRR14180127/SRR14180127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/027/SRR14180127/SRR14180127_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/027/SRR14180127	
SRR14180131	SAMN18651848	SRX10548095	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/031/SRR14180131/SRR14180131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/031/SRR14180131/SRR14180131_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/031/SRR14180131	
SRR14180133	SAMN18651846	SRX10548093	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/033/SRR14180133/SRR14180133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/033/SRR14180133/SRR14180133_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/033/SRR14180133	
SRR14180137	SAMN18651843	SRX10548089	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/037/SRR14180137/SRR14180137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/037/SRR14180137/SRR14180137_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/037/SRR14180137	
SRR14180138	SAMN18651842	SRX10548088	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/038/SRR14180138/SRR14180138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/038/SRR14180138/SRR14180138_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/038/SRR14180138	
SRR14180147	SAMN18651878	SRX10548079	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/047/SRR14180147/SRR14180147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/047/SRR14180147/SRR14180147_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/047/SRR14180147	
SRR14180149	SAMN18651876	SRX10548077	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/049/SRR14180149/SRR14180149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/049/SRR14180149/SRR14180149_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/049/SRR14180149	
SRR14180156	SAMN18651870	SRX10548070	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/056/SRR14180156/SRR14180156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/056/SRR14180156/SRR14180156_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/056/SRR14180156	
SRR14180162	SAMN18651864	SRX10548064	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/062/SRR14180162/SRR14180162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/062/SRR14180162/SRR14180162_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/062/SRR14180162	
SRR14180163	SAMN18651765	SRX10548063	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/063/SRR14180163/SRR14180163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/063/SRR14180163/SRR14180163_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/063/SRR14180163	
SRR14180164	SAMN18651863	SRX10548062	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/064/SRR14180164/SRR14180164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/064/SRR14180164/SRR14180164_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/064/SRR14180164	
SRR14180168	SAMN18651859	SRX10548058	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/068/SRR14180168/SRR14180168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/068/SRR14180168/SRR14180168_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/068/SRR14180168	
SRR14180171	SAMN18651856	SRX10548055	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/071/SRR14180171/SRR14180171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/071/SRR14180171/SRR14180171_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/071/SRR14180171	
SRR14180175	SAMN18651755	SRX10548051	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/075/SRR14180175/SRR14180175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/075/SRR14180175/SRR14180175_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/075/SRR14180175	
SRR14180004	SAMN18651772	SRX10548222	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/004/SRR14180004/SRR14180004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/004/SRR14180004/SRR14180004_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/004/SRR14180004	
SRR14180007	SAMN18651930	SRX10548219	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/007/SRR14180007/SRR14180007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/007/SRR14180007/SRR14180007_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/007/SRR14180007	
SRR14180008	SAMN18651929	SRX10548218	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/008/SRR14180008/SRR14180008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/008/SRR14180008/SRR14180008_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/008/SRR14180008	
SRR14180009	SAMN18651928	SRX10548217	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/009/SRR14180009/SRR14180009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/009/SRR14180009/SRR14180009_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/009/SRR14180009	
SRR14180011	SAMN18651926	SRX10548215	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/011/SRR14180011/SRR14180011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/011/SRR14180011/SRR14180011_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/011/SRR14180011	
SRR14180015	SAMN18651923	SRX10548211	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/015/SRR14180015/SRR14180015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/015/SRR14180015/SRR14180015_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/015/SRR14180015	
SRR14180016	SAMN18651922	SRX10548210	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/016/SRR14180016/SRR14180016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/016/SRR14180016/SRR14180016_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/016/SRR14180016	
SRR14180017	SAMN18651921	SRX10548209	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/017/SRR14180017/SRR14180017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/017/SRR14180017/SRR14180017_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/017/SRR14180017	
SRR14180018	SAMN18651920	SRX10548208	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/018/SRR14180018/SRR14180018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/018/SRR14180018/SRR14180018_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/018/SRR14180018	
SRR14180026	SAMN18651913	SRX10548200	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/026/SRR14180026/SRR14180026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/026/SRR14180026/SRR14180026_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/026/SRR14180026	
SRR14180035	SAMN18651831	SRX10548191	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/035/SRR14180035/SRR14180035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/035/SRR14180035/SRR14180035_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/035/SRR14180035	
SRR14180036	SAMN18651830	SRX10548190	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/036/SRR14180036/SRR14180036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/036/SRR14180036/SRR14180036_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/036/SRR14180036	
SRR14180042	SAMN18651824	SRX10548184	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/042/SRR14180042/SRR14180042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/042/SRR14180042/SRR14180042_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/042/SRR14180042	
SRR14180047	SAMN18651820	SRX10548179	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/047/SRR14180047/SRR14180047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/047/SRR14180047/SRR14180047_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/047/SRR14180047	
SRR14180051	SAMN18651816	SRX10548175	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/051/SRR14180051/SRR14180051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/051/SRR14180051/SRR14180051_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/051/SRR14180051	
SRR14180053	SAMN18651814	SRX10548173	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/053/SRR14180053/SRR14180053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/053/SRR14180053/SRR14180053_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/053/SRR14180053	
SRR14180056	SAMN18651812	SRX10548170	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/056/SRR14180056/SRR14180056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/056/SRR14180056/SRR14180056_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/056/SRR14180056	
SRR14180058	SAMN18651810	SRX10548168	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/058/SRR14180058/SRR14180058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/058/SRR14180058/SRR14180058_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/058/SRR14180058	
SRR14180060	SAMN18651808	SRX10548166	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/060/SRR14180060/SRR14180060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/060/SRR14180060/SRR14180060_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/060/SRR14180060	
SRR14180061	SAMN18651807	SRX10548165	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/061/SRR14180061/SRR14180061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/061/SRR14180061/SRR14180061_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/061/SRR14180061	
SRR14180062	SAMN18651909	SRX10548164	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/062/SRR14180062/SRR14180062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/062/SRR14180062/SRR14180062_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/062/SRR14180062	
SRR14180065	SAMN18651906	SRX10548161	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/065/SRR14180065/SRR14180065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/065/SRR14180065/SRR14180065_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/065/SRR14180065	
SRR14180068	SAMN18651769	SRX10548158	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/068/SRR14180068/SRR14180068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/068/SRR14180068/SRR14180068_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/068/SRR14180068	
SRR14180072	SAMN18651900	SRX10548154	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/072/SRR14180072/SRR14180072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/072/SRR14180072/SRR14180072_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/072/SRR14180072	
SRR14180073	SAMN18651899	SRX10548153	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/073/SRR14180073/SRR14180073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/073/SRR14180073/SRR14180073_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/073/SRR14180073	
SRR14180076	SAMN18651896	SRX10548150	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/076/SRR14180076/SRR14180076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/076/SRR14180076/SRR14180076_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/076/SRR14180076	
SRR14180079	SAMN18651768	SRX10548147	PRJNA720479	7227	Drosophila melanogaster	ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/079/SRR14180079/SRR14180079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR141/079/SRR14180079/SRR14180079_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR141/079/SRR14180079	
